ConvertCooking	ConvertDensity	0.2936789048798486	0.31150045278741656	1.0	1.0	1.0	0.721035871533453
Astronomical	ConvertEnergy	0.3598608979423042	0.5279208678956364	1.0	1.0	1.0	0.7775563531675882
ConverPower	ConvertEnergy	0.49223798932824614	0.5843102411400292	1.0	1.0	1.0	0.8153096460936551
ConvertAcceleration	ConvertEnergy	0.47252811449876664	0.6092173866980608	1.0	1.0	1.0	0.8163491002393655
ConvertAngle	ConvertEnergy	0.49392609452932945	0.664473249253102	1.0	1.0	1.0	0.8316798687564864
ConvertArea	ConvertEnergy	0.5097169903229628	0.7627134753043565	1.0	1.0	1.0	0.8544860931254639
ConvertComputer	ConvertEnergy	0.543985105423157	0.6645378021379964	1.0	1.0	1.0	0.8417045815122306
ConvertCooking	ConvertEnergy	0.3992542003632966	0.588013099551813	1.0	1.0	1.0	0.7974534599830219
ConvertDensity	ConvertEnergy	0.4874958141102602	0.6375693838593168	1.0	1.0	1.0	0.8250130395939155
Astronomical	ConvertForec	0.3454838881629856	0.3938855435436108	1.0	1.0	1.0	0.7478738863413192
ConverPower	ConvertForec	0.47469993849777975	0.35184632877143174	1.0	1.0	1.0	0.7653092534538424
ConvertAcceleration	ConvertForec	0.45646593309521655	0.46156696597247515	1.0	1.0	1.0	0.7836065798135383
ConvertAngle	ConvertForec	0.4765829293790159	0.4869950012491765	1.0	1.0	1.0	0.7927155861256385
ConvertArea	ConvertForec	0.4646096066539418	0.6018621845881198	1.0	1.0	1.0	0.8132943582484122
ConvertComputer	ConvertForec	0.4994366166642145	0.4984748923100042	1.0	1.0	1.0	0.7995823017948438
ConvertCooking	ConvertForec	0.36800926860526584	0.36329259946209064	1.0	1.0	1.0	0.7462603736134712
ConvertDensity	ConvertForec	0.45521261963481296	0.45596027415960794	1.0	1.0	1.0	0.7822345787588842
ConvertEnergy	ConvertForec	0.5330814826789073	0.7737964799809	1.0	1.0	1.0	0.8613755925319615
Astronomical	ConvertSpeed	0.22550706647789118	0.20539724000954276	1.0	1.0	1.0	0.6861808612974868
ConverPower	ConvertSpeed	0.2199532966580306	0.08545429254252743	1.0	1.0	1.0	0.6610815178401117
ConvertAcceleration	ConvertSpeed	0.30421431367283486	0.3135959176458336	1.0	1.0	1.0	0.7235620462637338
ConvertAngle	ConvertSpeed	0.2800703445864187	0.16864213615549717	1.0	1.0	1.0	0.6897424961483832
ConvertArea	ConvertSpeed	0.26018884590548325	0.0552390921336684	1.0	1.0	1.0	0.6630855876078303
ConvertComputer	ConvertSpeed	0.3255713743102382	0.14316614035519643	1.0	1.0	1.0	0.693747502933087
ConvertCooking	ConvertSpeed	0.17603942673440529	0.040210685252467154	1.0	1.0	1.0	0.6432500223973745
ConvertDensity	ConvertSpeed	0.2907210112869275	0.19903401949381622	1.0	1.0	1.0	0.6979510061561488
ConvertEnergy	ConvertSpeed	0.306573259725127	0.3227549022410131	1.0	1.0	1.0	0.725865632393228
ConvertForec	ConvertSpeed	0.3261645500924753	0.13446388777625393	1.0	1.0	1.0	0.6921256875737458
Astronomical	ConvertTemperature	0.24650503733740656	0.16596799535855986	1.0	1.0	1.0	0.6824946065391932
ConverPower	ConvertTemperature	0.17296939952551793	0.10692597391366654	1.0	1.0	1.0	0.6559790746878369
ConvertAcceleration	ConvertTemperature	0.2685289932693172	0.2120829202781175	1.0	1.0	1.0	0.696122382709487
ConvertAngle	ConvertTemperature	0.24189082797617814	0.23074715807585633	1.0	1.0	1.0	0.6945275972104069
ConvertArea	ConvertTemperature	0.18510644822329744	0.08649752895368618	1.0	1.0	1.0	0.6543207954353968
ConvertComputer	ConvertTemperature	0.2056814866809625	0.1598126562126874	1.0	1.0	1.0	0.67309882857873
ConvertCooking	ConvertTemperature	0.14507794888692682	0.10492934465009479	1.0	1.0	1.0	0.6500014587074043
ConvertDensity	ConvertTemperature	0.23289397770533302	0.21639375388865273	1.0	1.0	1.0	0.6898575463187973
ConvertEnergy	ConvertTemperature	0.25882290223714705	0.4332813035189531	1.0	1.0	1.0	0.7384208411512201
ConvertForec	ConvertTemperature	0.23805427457204945	0.18382832359276352	1.0	1.0	1.0	0.6843765196329626
Astronomical	ConvertTorque	0.3390569160826107	0.4130303907962751	1.0	1.0	1.0	0.7504174613757773
ConverPower	ConvertTorque	0.42198063584283624	0.3486633363400203	1.0	1.0	1.0	0.7541287944365713
ConvertAcceleration	ConvertTorque	0.4066064245447624	0.46023712016489365	1.0	1.0	1.0	0.7733687089419312
ConvertAngle	ConvertTorque	0.4157074462813114	0.4684021075748167	1.0	1.0	1.0	0.7768219107712255
ConvertArea	ConvertTorque	0.3715417743092964	0.503205562619301	1.0	1.0	1.0	0.7749494673857196
ConvertComputer	ConvertTorque	0.4120233294693816	0.3865167269716575	1.0	1.0	1.0	0.7597080112882078
ConvertCooking	ConvertTorque	0.2840692107924693	0.4407720669680105	1.0	1.0	1.0	0.744968255552096
ConvertDensity	ConvertTorque	0.4119283603500461	0.45678988282198985	1.0	1.0	1.0	0.7737436486344071
ConvertEnergy	ConvertTorque	0.43116817296840165	0.601202281205959	1.0	1.0	1.0	0.8064740908348722
ConvertForec	ConvertTorque	0.4467046820908018	0.47854166533767606	1.0	1.0	1.0	0.7850492694856956
Astronomical	ConvertWeight	0.25602800909361695	0.22452698109335456	1.0	1.0	1.0	0.6961109980373943
ConverPower	ConvertWeight	0.2946445039432418	0.08435461978320036	1.0	1.0	1.0	0.6757998247452885
ConvertAcceleration	ConvertWeight	0.3317199932542206	0.3113673657103526	1.0	1.0	1.0	0.7286174717929146
ConvertAngle	ConvertWeight	0.33368488664332957	0.16701481791202807	1.0	1.0	1.0	0.7001399409110716
ConvertArea	ConvertWeight	0.3030797868359288	0.0573862945446208	1.0	1.0	1.0	0.67209321627611
ConvertComputer	ConvertWeight	0.33041530066422253	0.13393948909865933	1.0	1.0	1.0	0.6928709579525765
ConvertCooking	ConvertWeight	0.24178863596104191	0.06961422910539078	1.0	1.0	1.0	0.6622805730132866
ConvertDensity	ConvertWeight	0.3369769616306232	0.23502375762307032	1.0	1.0	1.0	0.7144001438507388
ConvertEnergy	ConvertWeight	0.3797433470622549	0.3477255907409257	1.0	1.0	1.0	0.7454937875606362
ConvertForec	ConvertWeight	0.36841208928007113	0.13997809216061388	1.0	1.0	1.0	0.701678036288137
ConvertTorque	ConvertWeight	0.32137759746059963	0.2986990786786212	1.0	1.0	1.0	0.7240153352278442
Astronomical	CovertPressure	0.3328865745016744	0.38447721145137315	1.0	1.0	1.0	0.7434727571906095
ConverPower	CovertPressure	0.4807279456274441	0.4079729838805308	1.0	1.0	1.0	0.7777401859015949
ConvertAcceleration	CovertPressure	0.43532710871026653	0.45521907874290374	1.0	1.0	1.0	0.778109237490634
ConvertAngle	CovertPressure	0.46223135350281236	0.4788303067472339	1.0	1.0	1.0	0.7882123320500092
ConvertArea	CovertPressure	0.4423214678488804	0.5906725323953064	1.0	1.0	1.0	0.8065988000488373
ConvertComputer	CovertPressure	0.47126436401397903	0.46816435728183614	1.0	1.0	1.0	0.7878857442591631
ConvertCooking	CovertPressure	0.36669928830528836	0.39243777706859373	1.0	1.0	1.0	0.7518274130747764
ConvertDensity	CovertPressure	0.44220160410985027	0.46610038329629194	1.0	1.0	1.0	0.7816603974812284
ConvertEnergy	CovertPressure	0.5177772588662777	0.741556077516299	1.0	1.0	1.0	0.8518666672765154
ConvertForec	CovertPressure	0.5384378387053226	0.6067043585129515	1.0	1.0	1.0	0.8290284394436549
ConvertTorque	CovertPressure	0.43343304041766584	0.4727308640061705	1.0	1.0	1.0	0.7812327808847672
Astronomical	CreditCard	0.32945139282927594	0.21224421399014304	0.0	0.0	0.0	0.1083391213638838
ConverPower	CreditCard	0.3456978494772469	0.0034468488808598874	0.0	0.0	0.0	0.06982893967162136
ConvertAcceleration	CreditCard	0.3420127533855245	0.040914833513461424	0.0	0.0	0.0	0.07658551737979719
ConvertAngle	CreditCard	0.33111701389258685	0.0	0.0	0.0	0.0	0.06622340277851738
ConvertArea	CreditCard	0.36892602046313294	0.0	0.0	0.0	0.0	0.0737852040926266
ConvertComputer	CreditCard	0.3669530023552088	0.11605427412005381	0.0	0.0	0.0	0.09660145529505253
ConvertCooking	CreditCard	0.2924827157087373	0.0	0.0	0.0	0.0	0.05849654314174746
ConvertDensity	CreditCard	0.33300541075690926	0.049456763709701534	0.0	0.0	0.0	0.07649243489332216
ConvertEnergy	CreditCard	0.34757787706083865	0.3202993543450246	0.0	0.0	0.0	0.13357544628117266
ConvertForec	CreditCard	0.3727172965380022	0.0	0.0	0.0	0.0	0.07454345930760044
ConvertTorque	CreditCard	0.28421913858839665	0.0	0.0	0.0	0.0	0.05684382771767933
CovertPressure	CreditCard	0.3734632692963673	0.0	0.0	0.0	0.0	0.07469265385927347
Astronomical	CurrencyConvertor	0.2053986740903947	0.30386959738137953	0.6666666666666666	0.5	0.0	0.33518698762768817
ConverPower	CurrencyConvertor	0.14289870158801918	0.2046132742931338	0.6666666666666666	0.5	0.0	0.302835728509564
ConvertAcceleration	CurrencyConvertor	0.16872600281630895	0.2788788907292844	0.6666666666666666	0.5	0.0	0.322854312042452
ConvertAngle	CurrencyConvertor	0.16348926663621136	0.18244325772990752	0.6666666666666666	0.5	0.0	0.30251983820655715
ConvertArea	CurrencyConvertor	0.11529938568984778	0.20204712385247198	0.6666666666666666	0.5	0.0	0.2968026352417973
ConvertComputer	CurrencyConvertor	0.17638008411296516	0.3031035143170521	0.6666666666666666	0.5	0.0	0.32923005301933683
ConvertCooking	CurrencyConvertor	0.11628755603476708	0.1934700062121932	0.6666666666666666	0.5	0.0	0.2952848457827254
ConvertDensity	CurrencyConvertor	0.1631691079398001	0.19502149986903186	0.6666666666666666	0.5	0.0	0.3049714548950997
ConvertEnergy	CurrencyConvertor	0.19898111973705968	0.37017750623037826	0.6666666666666666	0.5	0.0	0.3471650585268209
ConvertForec	CurrencyConvertor	0.17516075953822113	0.25282670896177384	0.6666666666666666	0.5	0.0	0.3189308270333323
ConvertTorque	CurrencyConvertor	0.14639372448872326	0.16147801905973394	0.6666666666666666	0.5	0.0	0.29490768204302475
CovertPressure	CurrencyConvertor	0.2152339162415728	0.2422776404254486	0.6666666666666666	0.5	0.0	0.32483564466673764
Astronomical	EmblNucleotideSequenceWebService	0.30277776205414175	0.18036688375198326	0.0	0.0	0.0	0.09662892916122501
ConverPower	EmblNucleotideSequenceWebService	0.18794158413972217	0.04507138314590746	0.0	0.0	0.0	0.04660259345712593
ConvertAcceleration	EmblNucleotideSequenceWebService	0.24898376978651995	0.15155403214976348	0.0	0.0	0.0	0.0801075603872567
ConvertAngle	EmblNucleotideSequenceWebService	0.20601542551494753	0.08223668214495831	0.0	0.0	0.0	0.057650421531981175
ConvertArea	EmblNucleotideSequenceWebService	0.17358477275965525	0.04230404901950646	0.0	0.0	0.0	0.04317776435583234
ConvertComputer	EmblNucleotideSequenceWebService	0.16821060349585998	0.05661876000289552	0.0	0.0	0.0	0.0449658726997511
ConvertCooking	EmblNucleotideSequenceWebService	0.19203460771673203	0.07509335684696207	0.0	0.0	0.0	0.05342559291273882
ConvertDensity	EmblNucleotideSequenceWebService	0.2202740835552817	0.1586411328866754	0.0	0.0	0.0	0.07578304328839142
ConvertEnergy	EmblNucleotideSequenceWebService	0.1861761871451336	0.2482129488861571	0.0	0.0	0.0	0.08687782720625814
ConvertForec	EmblNucleotideSequenceWebService	0.18413425906866562	0.08542332369629481	0.0	0.0	0.0	0.05391151655299209
ConvertTorque	EmblNucleotideSequenceWebService	0.18092162592996894	0.1154243549109074	0.0	0.0	0.0	0.05926919616817527
CovertPressure	EmblNucleotideSequenceWebService	0.20023698522973285	0.10249004000944849	0.0	0.0	0.0	0.06054540504783627
Astronomical	FedAch	0.2210309761624552	0.20212575966436735	0.0	0.0	0.0	0.08463134716536452
ConverPower	FedAch	0.20331328679729913	0.18198428657719	0.0	0.0	0.0	0.07705951467489783
ConvertAcceleration	FedAch	0.19909019608521314	0.2519298456600862	0.0	0.0	0.0	0.09020400834905987
ConvertAngle	FedAch	0.18355370294232246	0.2509094635312112	0.0	0.0	0.0	0.08689263329470673
ConvertArea	FedAch	0.192467314807077	0.17084395445492861	0.0	0.0	0.0	0.07266225385240113
ConvertComputer	FedAch	0.19996162803944628	0.17018227209232611	0.0	0.0	0.0	0.07402878002635449
ConvertCooking	FedAch	0.14548174910327855	0.12914124149509193	0.0	0.0	0.0	0.054924598119674095
ConvertDensity	FedAch	0.19863719140979322	0.22746588301310905	0.0	0.0	0.0	0.08522061488458046
ConvertEnergy	FedAch	0.20902042288170666	0.5804714088351324	0.0	0.0	0.0	0.15789836634336782
ConvertForec	FedAch	0.22094693125752282	0.1700804481359025	0.0	0.0	0.0	0.07820547587868507
ConvertTorque	FedAch	0.19354256451457283	0.21205174477123645	0.0	0.0	0.0	0.08111886185716186
CovertPressure	FedAch	0.20539772686390512	0.2975846806924019	0.0	0.0	0.0	0.10059648151126141
Astronomical	FedWire	0.25381299443775895	0.32224712471262285	0.0	0.0	0.0	0.11521202383007637
ConverPower	FedWire	0.2564253777821126	0.344550471874429	0.0	0.0	0.0	0.12019516993130833
ConvertAcceleration	FedWire	0.24664283533884404	0.37638080081990005	0.0	0.0	0.0	0.12460472723174883
ConvertAngle	FedWire	0.22979292313905578	0.3929790225002465	0.0	0.0	0.0	0.12455438912786047
ConvertArea	FedWire	0.22923686054690415	0.323373005641115	0.0	0.0	0.0	0.11052197323760383
ConvertComputer	FedWire	0.22852639919603243	0.3352703685129357	0.0	0.0	0.0	0.11275935354179362
ConvertCooking	FedWire	0.1834652941548141	0.29564485666324014	0.0	0.0	0.0	0.09582203016361085
ConvertDensity	FedWire	0.24105272918903548	0.3429302284446698	0.0	0.0	0.0	0.11679659152674106
ConvertEnergy	FedWire	0.269938804246153	0.6714707257644233	0.0	0.0	0.0	0.18828190600211528
ConvertForec	FedWire	0.27775426154616245	0.3643695486653492	0.0	0.0	0.0	0.12842476204230233
ConvertTorque	FedWire	0.229515085769373	0.3963018524780807	0.0	0.0	0.0	0.12516338764949075
CovertPressure	FedWire	0.27035058191437744	0.4278853855744088	0.0	0.0	0.0	0.13964719349775725
Astronomical	FinanceService	0.2691155611560612	0.1587167888728864	0.36363636363636365	0.4	0.0	0.2382937427330623
ConverPower	FinanceService	0.30137748577874274	0.12350224148624589	0.36363636363636365	0.4	0.0	0.2377032181802705
ConvertAcceleration	FinanceService	0.2674445666313567	0.06712770859024655	0.36363636363636365	0.4	0.0	0.2196417277715934
ConvertAngle	FinanceService	0.26405789166410615	0.08633195891218207	0.36363636363636365	0.4	0.0	0.2228052428425304
ConvertArea	FinanceService	0.2854923489683099	0.11167557422999716	0.36363636363636365	0.4	0.0	0.23216085736693415
ConvertComputer	FinanceService	0.2960341447906384	0.1197677501123828	0.36363636363636365	0.4	0.0	0.235887651707877
ConvertCooking	FinanceService	0.2309745392812617	0.08576673582941755	0.36363636363636365	0.4	0.0	0.2160755277494086
ConvertDensity	FinanceService	0.2650596680804744	0.06492281327165175	0.36363636363636365	0.4	0.0	0.21872376899769796
ConvertEnergy	FinanceService	0.3487149581374215	0.34812418379430404	0.36363636363636365	0.4	0.0	0.29209510111361786
ConvertForec	FinanceService	0.3405053844525725	0.25818800096128336	0.36363636363636365	0.4	0.0	0.2724659498100439
ConvertTorque	FinanceService	0.24021430714063977	0.06492281327165175	0.36363636363636365	0.4	0.0	0.21375469680973105
CovertPressure	FinanceService	0.337474952050775	0.16149759253972695	0.36363636363636365	0.4	0.0	0.25252178164537314
Astronomical	GenericNAICS	0.16115552569125075	0.1391813465986692	0.0	0.0	0.0	0.06006737445798399
ConverPower	GenericNAICS	0.20769154067951895	0.0829692206739231	0.0	0.0	0.0	0.05813215227068841
ConvertAcceleration	GenericNAICS	0.1771783772702792	0.18575085094742733	0.0	0.0	0.0	0.07258584564354131
ConvertAngle	GenericNAICS	0.17931008763031167	0.18086178057705726	0.0	0.0	0.0	0.07203437364147379
ConvertArea	GenericNAICS	0.21304612783896207	0.08902526592364346	0.0	0.0	0.0	0.06041427875252111
ConvertComputer	GenericNAICS	0.1785966419259852	0.14268471350046835	0.0	0.0	0.0	0.06425627108529072
ConvertCooking	GenericNAICS	0.13717367547616743	0.0829692206739231	0.0	0.0	0.0	0.044028579230018114
ConvertDensity	GenericNAICS	0.1961137312308491	0.20546226410847884	0.0	0.0	0.0	0.08031519906786559
ConvertEnergy	GenericNAICS	0.21832345032747758	0.4122296888275777	0.0	0.0	0.0	0.12611062783101107
ConvertForec	GenericNAICS	0.23502035601649085	0.21648271815455122	0.0	0.0	0.0	0.09030061483420843
ConvertTorque	GenericNAICS	0.1871810376460329	0.12063810157615018	0.0	0.0	0.0	0.06156382784443662
CovertPressure	GenericNAICS	0.21571561667934785	0.2086853113559834	0.0	0.0	0.0	0.08488018560706626
Astronomical	GenericUnspc	0.2832377753903341	0.1391813465986692	0.08	0.0	0.0	0.10048382439780067
ConverPower	GenericUnspc	0.261446704145164	0.0829692206739231	0.08	0.0	0.0	0.08488318496381743
ConvertAcceleration	GenericUnspc	0.25661976363972544	0.18575085094742733	0.08	0.0	0.0	0.10447412291743056
ConvertAngle	GenericUnspc	0.25644405767853007	0.18086178057705726	0.08	0.0	0.0	0.10346116765111747
ConvertArea	GenericUnspc	0.24756352679664162	0.08902526592364346	0.08	0.0	0.0	0.08331775854405703
ConvertComputer	GenericUnspc	0.24488397310424967	0.14268471350046835	0.08	0.0	0.0	0.0935137373209436
ConvertCooking	GenericUnspc	0.18486308625558676	0.0829692206739231	0.08	0.0	0.0	0.06956646138590197
ConvertDensity	GenericUnspc	0.25572019625000225	0.20546226410847884	0.08	0.0	0.0	0.10823649207169622
ConvertEnergy	GenericUnspc	0.30232935856175125	0.4122296888275777	0.08	0.0	0.0	0.15891180947786582
ConvertForec	GenericUnspc	0.2570825788622412	0.21648271815455122	0.08	0.0	0.0	0.11071305940335849
ConvertTorque	GenericUnspc	0.25818001827219345	0.12063810157615018	0.08	0.0	0.0	0.09176362396966874
CovertPressure	GenericUnspc	0.27445795109422694	0.2086853113559834	0.08	0.0	0.0	0.11262865249004207
Astronomical	LondonGoldFix	0.2358164891286966	0.16052181210574015	0.3333333333333333	0.0	0.0	0.145934326913554
ConverPower	LondonGoldFix	0.3972139420436829	0.2681521074399188	0.3333333333333333	0.0	0.0	0.199739876563387
ConvertAcceleration	LondonGoldFix	0.2869620467945777	0.16471143692892704	0.3333333333333333	0.0	0.0	0.1570013634113676
ConvertAngle	LondonGoldFix	0.3081561884486114	0.20842995922388	0.3333333333333333	0.0	0.0	0.16998389620116494
ConvertArea	LondonGoldFix	0.31986919207851905	0.23601884575988236	0.3333333333333333	0.0	0.0	0.17784427423434696
ConvertComputer	LondonGoldFix	0.33187651325092493	0.25955883950579717	0.3333333333333333	0.0	0.0	0.1849537372180111
ConvertCooking	LondonGoldFix	0.25662017247300645	0.18463150134998238	0.3333333333333333	0.0	0.0	0.15491700143126444
ConvertDensity	LondonGoldFix	0.2632360231217019	0.16425645348786513	0.3333333333333333	0.0	0.0	0.1521651619885801
ConvertEnergy	LondonGoldFix	0.38721145279681646	0.4723066490515039	0.3333333333333333	0.0	0.0	0.23857028703633076
ConvertForec	LondonGoldFix	0.3555275203040216	0.2667373627886764	0.3333333333333333	0.0	0.0	0.19111964328520628
ConvertTorque	LondonGoldFix	0.26618835047530987	0.14682283502014037	0.3333333333333333	0.0	0.0	0.14926890376575672
CovertPressure	LondonGoldFix	0.348865925387557	0.24883928716492182	0.3333333333333333	0.0	0.0	0.18620770917716245
Astronomical	MortgageIndex	0.25430202781085914	0.15346364372873342	0.15384615384615385	0.13333333333333333	0.0	0.13898903174381597
ConverPower	MortgageIndex	0.2685386389073058	0.1861428668677893	0.15384615384615385	0.13333333333333333	0.0	0.14837219859091647
ConvertAcceleration	MortgageIndex	0.24616603022497716	0.060288215111782784	0.15384615384615385	0.13333333333333333	0.0	0.11872674650324944
ConvertAngle	MortgageIndex	0.24335604689087226	0.060288215111782784	0.15384615384615385	0.13333333333333333	0.0	0.11816474983642845
ConvertArea	MortgageIndex	0.2578168131582445	0.10660881278706758	0.15384615384615385	0.13333333333333333	0.0	0.13032102262495984
ConvertComputer	MortgageIndex	0.2370408201278078	0.0848286429787368	0.15384615384615385	0.13333333333333333	0.0	0.12180979005720637
ConvertCooking	MortgageIndex	0.20043476594918289	0.060288215111782784	0.15384615384615385	0.13333333333333333	0.0	0.10958049364809058
ConvertDensity	MortgageIndex	0.2458358688247644	0.060288215111782784	0.15384615384615385	0.13333333333333333	0.0	0.11866071422320688
ConvertEnergy	MortgageIndex	0.327036832106867	0.31381140764500776	0.15384615384615385	0.13333333333333333	0.0	0.18560554538627239
ConvertForec	MortgageIndex	0.3153348736472229	0.12868615402627556	0.15384615384615385	0.13333333333333333	0.0	0.14624010297059714
ConvertTorque	MortgageIndex	0.22829481922774217	0.12776529558783942	0.15384615384615385	0.13333333333333333	0.0	0.12864792039901377
CovertPressure	MortgageIndex	0.30771534683921586	0.07762680985084638	0.15384615384615385	0.13333333333333333	0.0	0.1345043287739099
Astronomical	Naics	0.11245300218993753	0.23058019354683856	0.18181818181818182	0.06666666666666667	0.0	0.11830360884432492
ConverPower	Naics	0.15495370481787388	0.0	0.18181818181818182	0.06666666666666667	0.0	0.08068771066054448
ConvertAcceleration	Naics	0.12923423686741098	0.0	0.18181818181818182	0.06666666666666667	0.0	0.0755438170704519
ConvertAngle	Naics	0.1428470381850015	0.0	0.18181818181818182	0.06666666666666667	0.0	0.07826637733397
ConvertArea	Naics	0.15766318518269745	0.0	0.18181818181818182	0.06666666666666667	0.0	0.0812296067335092
ConvertComputer	Naics	0.1257914066644502	0.0	0.18181818181818182	0.06666666666666667	0.0	0.07485525102985975
ConvertCooking	Naics	0.09369621543024377	0.0	0.18181818181818182	0.06666666666666667	0.0	0.06843621278301845
ConvertDensity	Naics	0.14444836016336063	0.12314686362566812	0.18181818181818182	0.06666666666666667	0.0	0.10321601445477546
ConvertEnergy	Naics	0.13653738547961702	0.12142780161793187	0.18181818181818182	0.06666666666666667	0.0	0.10129000711647948
ConvertForec	Naics	0.16443195799055108	0.0	0.18181818181818182	0.06666666666666667	0.0	0.08258336129507993
ConvertTorque	Naics	0.12591388088795963	0.0	0.18181818181818182	0.06666666666666667	0.0	0.07487974587456163
CovertPressure	Naics	0.14351611377475512	0.0	0.18181818181818182	0.06666666666666667	0.0	0.07840019245192073
Astronomical	Ofacsdn	0.24276427975655368	0.2737146503340716	0.0	0.0	0.0	0.10329578601812506
ConverPower	Ofacsdn	0.24746987206451243	0.26564631665875715	0.0	0.0	0.0	0.10262323774465393
ConvertAcceleration	Ofacsdn	0.23357202759772747	0.44231711154307846	0.0	0.0	0.0	0.1351778278281612
ConvertAngle	Ofacsdn	0.22574616859167768	0.15986550350887863	0.0	0.0	0.0	0.07712233442011127
ConvertArea	Ofacsdn	0.23406511322007914	0.27818925594267946	0.0	0.0	0.0	0.10245087383255172
ConvertComputer	Ofacsdn	0.22679927611782005	0.3459306960292263	0.0	0.0	0.0	0.11454599442940927
ConvertCooking	Ofacsdn	0.1812114013240736	0.18362242354603064	0.0	0.0	0.0	0.07296676497402085
ConvertDensity	Ofacsdn	0.24698654686535113	0.15500497371112154	0.0	0.0	0.0	0.08039830411529454
ConvertEnergy	Ofacsdn	0.28234164191551026	0.3414051724701841	0.0	0.0	0.0	0.12474936287713886
ConvertForec	Ofacsdn	0.276424006274407	0.2157456641366433	0.0	0.0	0.0	0.09843393408221007
ConvertTorque	Ofacsdn	0.21339888362051213	0.13786521019969888	0.0	0.0	0.0	0.07025281876404221
CovertPressure	Ofacsdn	0.25192222031272254	0.17708002129633593	0.0	0.0	0.0	0.08580044832181169
Astronomical	RealTimeMarketData	0.1691164413064151	0.13912575361177743	0.06666666666666667	0.07407407407407407	0.0	0.08979658713178665
ConverPower	RealTimeMarketData	0.2258389168754824	0.2762774328071342	0.06666666666666667	0.07407407407407407	0.0	0.12857141808467148
ConvertAcceleration	RealTimeMarketData	0.17364123994732308	0.15472767378533053	0.06666666666666667	0.07407407407407407	0.0	0.09382193089467888
ConvertAngle	RealTimeMarketData	0.1809286897184344	0.18334470817729726	0.06666666666666667	0.07407407407407407	0.0	0.10100282772729449
ConvertArea	RealTimeMarketData	0.20733756923984223	0.2490294352634309	0.06666666666666667	0.07407407407407407	0.0	0.11942154904880278
ConvertComputer	RealTimeMarketData	0.20388136061176218	0.18159887888346854	0.06666666666666667	0.07407407407407407	0.0	0.10524419604719429
